STATE/UT,DISTRICT,YEAR,RAPE
JHARKHAND,GUMLA,2005,45
JHARKHAND,GUMLA,2006,55
JHARKHAND,GUMLA,2007,60
JHARKHAND,GUMLA,2008,38
JHARKHAND,GUMLA,2009,39
JHARKHAND,GUMLA,2010,57
JHARKHAND,GUMLA,2011,46
JHARKHAND,GUMLA,2012,36
MADHYA PRADESH,GUNA,2001,124
MADHYA PRADESH,GUNA,2002,148
MADHYA PRADESH,GUNA,2003,83
MADHYA PRADESH,GUNA,2004,78
MADHYA PRADESH,GUNA,2005,77
MADHYA PRADESH,GUNA,2006,69
MADHYA PRADESH,GUNA,2007,80
MADHYA PRADESH,GUNA,2008,72
MADHYA PRADESH,GUNA,2009,54
MADHYA PRADESH,GUNA,2010,56
MADHYA PRADESH,GUNA,2011,75
MADHYA PRADESH,GUNA,2012,60
ANDHRA PRADESH,GUNTAKAL RLY.,2001,0
ANDHRA PRADESH,GUNTAKAL RLY.,2002,1
ANDHRA PRADESH,GUNTAKAL RLY.,2003,1
ANDHRA PRADESH,GUNTAKAL RLY.,2004,0
ANDHRA PRADESH,GUNTAKAL RLY.,2005,0
ANDHRA PRADESH,GUNTAKAL RLY.,2006,0
ANDHRA PRADESH,GUNTAKAL RLY.,2007,0
ANDHRA PRADESH,GUNTAKAL RLY.,2008,0
ANDHRA PRADESH,GUNTAKAL RLY.,2009,0
ANDHRA PRADESH,GUNTAKAL RLY.,2010,0
ANDHRA PRADESH,GUNTAKAL RLY.,2011,0
ANDHRA PRADESH,GUNTAKAL RLY.,2012,1
ANDHRA PRADESH,GUNTUR,2001,54
ANDHRA PRADESH,GUNTUR,2002,46
ANDHRA PRADESH,GUNTUR,2003,46
ANDHRA PRADESH,GUNTUR,2004,46
ANDHRA PRADESH,GUNTUR,2005,55
ANDHRA PRADESH,GUNTUR,2006,47
ANDHRA PRADESH,GUNTUR,2007,43
ANDHRA PRADESH,GUNTUR,2008,48
ANDHRA PRADESH,GUNTUR,2009,40
ANDHRA PRADESH,GUNTUR,2010,38
ANDHRA PRADESH,GUNTUR,2011,40
ANDHRA PRADESH,GUNTUR,2012,23
ANDHRA PRADESH,GUNTUR URBAN,2010,12
ANDHRA PRADESH,GUNTUR URBAN,2011,33
ANDHRA PRADESH,GUNTUR URBAN,2012,24
PUNJAB,GURDASPUR,2001,12
PUNJAB,GURDASPUR,2002,17
PUNJAB,GURDASPUR,2003,15
PUNJAB,GURDASPUR,2004,16
PUNJAB,GURDASPUR,2005,16
PUNJAB,GURDASPUR,2006,25
PUNJAB,GURDASPUR,2007,30
PUNJAB,GURDASPUR,2008,24
PUNJAB,GURDASPUR,2009,14
PUNJAB,GURDASPUR,2010,30
PUNJAB,GURDASPUR,2011,12
PUNJAB,GURDASPUR,2012,14
HARYANA,GURGAON,2001,32
HARYANA,GURGAON,2002,27
HARYANA,GURGAON,2003,32
HARYANA,GURGAON,2004,36
HARYANA,GURGAON,2005,17
HARYANA,GURGAON,2006,30
HARYANA,GURGAON,2007,40
HARYANA,GURGAON,2008,35
HARYANA,GURGAON,2009,29
HARYANA,GURGAON,2010,45
HARYANA,GURGAON,2011,40
HARYANA,GURGAON,2012,44
ASSAM,GUWAHATI CITY,2001,37
ASSAM,GUWAHATI CITY,2002,60
ASSAM,GUWAHATI CITY,2003,38
ASSAM,GUWAHATI CITY,2004,88
ASSAM,GUWAHATI CITY,2005,38
ASSAM,GUWAHATI CITY,2006,33
ASSAM,GUWAHATI CITY,2007,71
ASSAM,GUWAHATI CITY,2008,59
ASSAM,GUWAHATI CITY,2009,54
ASSAM,GUWAHATI CITY,2010,70
ASSAM,GUWAHATI CITY,2011,56
ASSAM,GUWAHATI CITY,2012,78
MADHYA PRADESH,GWALIOR,2001,59
MADHYA PRADESH,GWALIOR,2002,69
MADHYA PRADESH,GWALIOR,2003,72
MADHYA PRADESH,GWALIOR,2004,58
MADHYA PRADESH,GWALIOR,2005,61
MADHYA PRADESH,GWALIOR,2006,77
MADHYA PRADESH,GWALIOR,2007,74
MADHYA PRADESH,GWALIOR,2008,42
MADHYA PRADESH,GWALIOR,2009,73
MADHYA PRADESH,GWALIOR,2010,71
MADHYA PRADESH,GWALIOR,2011,75
MADHYA PRADESH,GWALIOR,2012,85
ASSAM,HAILAKANDI,2001,24
ASSAM,HAILAKANDI,2002,24
ASSAM,HAILAKANDI,2003,27
ASSAM,HAILAKANDI,2004,18
ASSAM,HAILAKANDI,2005,18
ASSAM,HAILAKANDI,2006,23
ASSAM,HAILAKANDI,2007,26
ASSAM,HAILAKANDI,2008,39
ASSAM,HAILAKANDI,2009,45
ASSAM,HAILAKANDI,2010,72
ASSAM,HAILAKANDI,2011,61
ASSAM,HAILAKANDI,2012,56
HIMACHAL PRADESH,HAMIRPUR,2001,3
HIMACHAL PRADESH,HAMIRPUR,2002,3
HIMACHAL PRADESH,HAMIRPUR,2003,6
HIMACHAL PRADESH,HAMIRPUR,2004,5
HIMACHAL PRADESH,HAMIRPUR,2005,4
HIMACHAL PRADESH,HAMIRPUR,2006,1
HIMACHAL PRADESH,HAMIRPUR,2007,5
HIMACHAL PRADESH,HAMIRPUR,2008,8
HIMACHAL PRADESH,HAMIRPUR,2009,9
HIMACHAL PRADESH,HAMIRPUR,2010,11
HIMACHAL PRADESH,HAMIRPUR,2011,5
HIMACHAL PRADESH,HAMIRPUR,2012,8
UTTAR PRADESH,HAMIRPUR,2001,14
UTTAR PRADESH,HAMIRPUR,2002,9
UTTAR PRADESH,HAMIRPUR,2003,10
UTTAR PRADESH,HAMIRPUR,2004,12
UTTAR PRADESH,HAMIRPUR,2005,9
UTTAR PRADESH,HAMIRPUR,2006,8
UTTAR PRADESH,HAMIRPUR,2007,8
UTTAR PRADESH,HAMIRPUR,2008,9
UTTAR PRADESH,HAMIRPUR,2009,16
UTTAR PRADESH,HAMIRPUR,2010,6
UTTAR PRADESH,HAMIRPUR,2011,12
UTTAR PRADESH,HAMIRPUR,2012,25
ASSAM,HAMREN,2012,3
JAMMU & KASHMIR,HANDWARA,2002,0
JAMMU & KASHMIR,HANDWARA,2003,2
JAMMU & KASHMIR,HANDWARA,2004,7
JAMMU & KASHMIR,HANDWARA,2005,10
JAMMU & KASHMIR,HANDWARA,2006,8
JAMMU & KASHMIR,HANDWARA,2007,15
JAMMU & KASHMIR,HANDWARA,2008,6
JAMMU & KASHMIR,HANDWARA,2009,5
JAMMU & KASHMIR,HANDWARA,2010,1
JAMMU & KASHMIR,HANDWARA,2011,6
JAMMU & KASHMIR,HANDWARA,2012,6
RAJASTHAN,HANUMANGARH,2001,35
RAJASTHAN,HANUMANGARH,2002,40
RAJASTHAN,HANUMANGARH,2003,56
RAJASTHAN,HANUMANGARH,2004,38
RAJASTHAN,HANUMANGARH,2005,36
RAJASTHAN,HANUMANGARH,2006,31
RAJASTHAN,HANUMANGARH,2007,39
RAJASTHAN,HANUMANGARH,2008,33
RAJASTHAN,HANUMANGARH,2009,54
RAJASTHAN,HANUMANGARH,2010,56
RAJASTHAN,HANUMANGARH,2011,82
RAJASTHAN,HANUMANGARH,2012,92
MADHYA PRADESH,HARDA,2001,28
MADHYA PRADESH,HARDA,2002,28
MADHYA PRADESH,HARDA,2003,25
MADHYA PRADESH,HARDA,2004,31
MADHYA PRADESH,HARDA,2005,32
MADHYA PRADESH,HARDA,2006,25
MADHYA PRADESH,HARDA,2007,38
MADHYA PRADESH,HARDA,2008,18
MADHYA PRADESH,HARDA,2009,19
MADHYA PRADESH,HARDA,2010,40
MADHYA PRADESH,HARDA,2011,53
MADHYA PRADESH,HARDA,2012,26
UTTAR PRADESH,HARDOI,2001,70
UTTAR PRADESH,HARDOI,2002,39
UTTAR PRADESH,HARDOI,2003,24
UTTAR PRADESH,HARDOI,2004,37
UTTAR PRADESH,HARDOI,2005,31
UTTAR PRADESH,HARDOI,2006,30
UTTAR PRADESH,HARDOI,2007,33
UTTAR PRADESH,HARDOI,2008,42
UTTAR PRADESH,HARDOI,2009,29
UTTAR PRADESH,HARDOI,2010,20
UTTAR PRADESH,HARDOI,2011,24
UTTAR PRADESH,HARDOI,2012,30
UTTARAKHAND,HARIDWAR,2001,13
UTTARAKHAND,HARIDWAR,2002,23
UTTARAKHAND,HARIDWAR,2003,31
UTTARAKHAND,HARIDWAR,2004,33
UTTARAKHAND,HARIDWAR,2005,32
UTTARAKHAND,HARIDWAR,2006,32
UTTARAKHAND,HARIDWAR,2007,28
UTTARAKHAND,HARIDWAR,2008,24
UTTARAKHAND,HARIDWAR,2009,26
UTTARAKHAND,HARIDWAR,2010,28
UTTARAKHAND,HARIDWAR,2011,26
UTTARAKHAND,HARIDWAR,2012,47
KARNATAKA,HASSAN,2001,20
KARNATAKA,HASSAN,2002,11
KARNATAKA,HASSAN,2003,16
KARNATAKA,HASSAN,2004,16
KARNATAKA,HASSAN,2005,10
KARNATAKA,HASSAN,2006,13
KARNATAKA,HASSAN,2007,13
KARNATAKA,HASSAN,2008,17
KARNATAKA,HASSAN,2009,22
KARNATAKA,HASSAN,2010,23
KARNATAKA,HASSAN,2011,27
KARNATAKA,HASSAN,2012,21
UTTAR PRADESH,HATHRAS,2001,16
UTTAR PRADESH,HATHRAS,2002,25
UTTAR PRADESH,HATHRAS,2003,21
UTTAR PRADESH,HATHRAS,2004,16
UTTAR PRADESH,HATHRAS,2005,12
UTTAR PRADESH,HATHRAS,2006,23
UTTAR PRADESH,HATHRAS,2007,16
UTTAR PRADESH,HATHRAS,2008,17
UTTAR PRADESH,HATHRAS,2009,22
UTTAR PRADESH,HATHRAS,2010,24
UTTAR PRADESH,HATHRAS,2011,35
UTTAR PRADESH,HATHRAS,2012,17
KARNATAKA,HAVERI,2001,3
KARNATAKA,HAVERI,2002,2
KARNATAKA,HAVERI,2003,3
KARNATAKA,HAVERI,2004,9
KARNATAKA,HAVERI,2005,4
KARNATAKA,HAVERI,2006,5
KARNATAKA,HAVERI,2007,8
KARNATAKA,HAVERI,2008,5
KARNATAKA,HAVERI,2009,5
KARNATAKA,HAVERI,2010,6
KARNATAKA,HAVERI,2011,13
KARNATAKA,HAVERI,2012,12
JHARKHAND,HAZARIBAGH,2001,41
JHARKHAND,HAZARIBAGH,2002,71
JHARKHAND,HAZARIBAGH,2003,40
JHARKHAND,HAZARIBAGH,2004,71
JHARKHAND,HAZARIBAGH,2005,57
JHARKHAND,HAZARIBAGH,2006,45
JHARKHAND,HAZARIBAGH,2007,41
JHARKHAND,HAZARIBAGH,2008,57
JHARKHAND,HAZARIBAGH,2009,33
JHARKHAND,HAZARIBAGH,2010,30
JHARKHAND,HAZARIBAGH,2011,22
JHARKHAND,HAZARIBAGH,2012,42
GUJARAT,HIMATNAGAR,2001,17
GUJARAT,HIMATNAGAR,2002,11
GUJARAT,HIMATNAGAR,2003,6
GUJARAT,HIMATNAGAR,2004,10
GUJARAT,HIMATNAGAR,2005,12
GUJARAT,HIMATNAGAR,2006,11
GUJARAT,HIMATNAGAR,2007,5
GUJARAT,HIMATNAGAR,2008,16
GUJARAT,HIMATNAGAR,2009,15
GUJARAT,HIMATNAGAR,2010,18
GUJARAT,HIMATNAGAR,2011,10
GUJARAT,HIMATNAGAR,2012,10
MAHARASHTRA,HINGOLI,2001,20
MAHARASHTRA,HINGOLI,2002,17
MAHARASHTRA,HINGOLI,2003,14
MAHARASHTRA,HINGOLI,2004,13
MAHARASHTRA,HINGOLI,2005,15
MAHARASHTRA,HINGOLI,2006,15
MAHARASHTRA,HINGOLI,2007,9
MAHARASHTRA,HINGOLI,2008,17
MAHARASHTRA,HINGOLI,2009,10
MAHARASHTRA,HINGOLI,2010,14
MAHARASHTRA,HINGOLI,2011,18
MAHARASHTRA,HINGOLI,2012,13
HARYANA,HISSAR,2001,10
HARYANA,HISSAR,2002,15
HARYANA,HISSAR,2003,16
HARYANA,HISSAR,2004,16
HARYANA,HISSAR,2005,25
HARYANA,HISSAR,2006,23
HARYANA,HISSAR,2007,21
HARYANA,HISSAR,2008,23
HARYANA,HISSAR,2009,33
HARYANA,HISSAR,2010,25
HARYANA,HISSAR,2011,36
HARYANA,HISSAR,2012,44
WEST BENGAL,HOOGHLY,2001,29
WEST BENGAL,HOOGHLY,2002,32
WEST BENGAL,HOOGHLY,2003,39
WEST BENGAL,HOOGHLY,2004,56
WEST BENGAL,HOOGHLY,2005,42
WEST BENGAL,HOOGHLY,2006,43
WEST BENGAL,HOOGHLY,2007,57
WEST BENGAL,HOOGHLY,2008,54
WEST BENGAL,HOOGHLY,2009,48
WEST BENGAL,HOOGHLY,2010,52
WEST BENGAL,HOOGHLY,2011,54
WEST BENGAL,HOOGHLY,2012,68
MADHYA PRADESH,HOSHANGABAD,2001,65
MADHYA PRADESH,HOSHANGABAD,2002,62
MADHYA PRADESH,HOSHANGABAD,2003,70
MADHYA PRADESH,HOSHANGABAD,2004,51
MADHYA PRADESH,HOSHANGABAD,2005,64
MADHYA PRADESH,HOSHANGABAD,2006,57
MADHYA PRADESH,HOSHANGABAD,2007,52
MADHYA PRADESH,HOSHANGABAD,2008,64
MADHYA PRADESH,HOSHANGABAD,2009,59
MADHYA PRADESH,HOSHANGABAD,2010,73
MADHYA PRADESH,HOSHANGABAD,2011,59
MADHYA PRADESH,HOSHANGABAD,2012,69
PUNJAB,HOSHIARPUR,2001,19
PUNJAB,HOSHIARPUR,2002,19
PUNJAB,HOSHIARPUR,2003,30
PUNJAB,HOSHIARPUR,2004,23
PUNJAB,HOSHIARPUR,2005,23
PUNJAB,HOSHIARPUR,2006,25
PUNJAB,HOSHIARPUR,2007,27
PUNJAB,HOSHIARPUR,2008,35
PUNJAB,HOSHIARPUR,2009,37
PUNJAB,HOSHIARPUR,2010,26
PUNJAB,HOSHIARPUR,2011,28
PUNJAB,HOSHIARPUR,2012,33
WEST BENGAL,HOWRAH,2001,2
WEST BENGAL,HOWRAH,2002,6
WEST BENGAL,HOWRAH,2003,9
WEST BENGAL,HOWRAH,2004,21
WEST BENGAL,HOWRAH,2005,41
WEST BENGAL,HOWRAH,2006,60
WEST BENGAL,HOWRAH,2007,45
WEST BENGAL,HOWRAH,2008,46
WEST BENGAL,HOWRAH,2009,39
WEST BENGAL,HOWRAH,2010,59
WEST BENGAL,HOWRAH,2011,35
WEST BENGAL,HOWRAH,2012,56
WEST BENGAL,HOWRAH CITY,2001,7
WEST BENGAL,HOWRAH CITY,2002,10
WEST BENGAL,HOWRAH CITY,2003,6
WEST BENGAL,HOWRAH CITY,2004,15
WEST BENGAL,HOWRAH CITY,2005,20
WEST BENGAL,HOWRAH CITY,2011,24
WEST BENGAL,HOWRAH CITY,2012,28
WEST BENGAL,HOWRAH G.R.P.,2001,1
WEST BENGAL,HOWRAH G.R.P.,2002,3
WEST BENGAL,HOWRAH G.R.P.,2003,0
WEST BENGAL,HOWRAH G.R.P.,2004,1
WEST BENGAL,HOWRAH G.R.P.,2005,0
WEST BENGAL,HOWRAH G.R.P.,2006,0
WEST BENGAL,HOWRAH G.R.P.,2007,1
WEST BENGAL,HOWRAH G.R.P.,2008,0
WEST BENGAL,HOWRAH G.R.P.,2009,1
WEST BENGAL,HOWRAH G.R.P.,2010,0
WEST BENGAL,HOWRAH G.R.P.,2011,1
WEST BENGAL,HOWRAH G.R.P.,2012,2
ANDHRA PRADESH,HYDERABAD CITY,2001,37
ANDHRA PRADESH,HYDERABAD CITY,2002,57
ANDHRA PRADESH,HYDERABAD CITY,2003,57
ANDHRA PRADESH,HYDERABAD CITY,2004,56
ANDHRA PRADESH,HYDERABAD CITY,2005,67
ANDHRA PRADESH,HYDERABAD CITY,2006,93
ANDHRA PRADESH,HYDERABAD CITY,2007,58
ANDHRA PRADESH,HYDERABAD CITY,2008,62
ANDHRA PRADESH,HYDERABAD CITY,2009,47
ANDHRA PRADESH,HYDERABAD CITY,2010,45
ANDHRA PRADESH,HYDERABAD CITY,2011,59
ANDHRA PRADESH,HYDERABAD CITY,2012,74
DELHI UT,I.G.I. AIRPORT,2001,0
DELHI UT,I.G.I. AIRPORT,2002,0
DELHI UT,I.G.I. AIRPORT,2003,0
DELHI UT,I.G.I. AIRPORT,2004,1
KERALA,IDUKKI,2001,34
KERALA,IDUKKI,2002,26
KERALA,IDUKKI,2003,14
KERALA,IDUKKI,2004,15
KERALA,IDUKKI,2005,28
KERALA,IDUKKI,2006,30
KERALA,IDUKKI,2007,28
KERALA,IDUKKI,2008,28
KERALA,IDUKKI,2009,23
KERALA,IDUKKI,2010,33
KERALA,IDUKKI,2011,54
KERALA,IDUKKI,2012,53
DELHI UT,IGI AIRPORT,2005,1
DELHI UT,IGI AIRPORT,2006,0
DELHI UT,IGI AIRPORT,2007,0
DELHI UT,IGI AIRPORT,2008,0
DELHI UT,IGI AIRPORT,2009,0
DELHI UT,IGI AIRPORT,2010,0
DELHI UT,IGI AIRPORT,2011,0
DELHI UT,IGI AIRPORT,2012,0
MANIPUR,IMPHAL EAST,2006,3
MANIPUR,IMPHAL EAST,2007,1
MANIPUR,IMPHAL EAST,2008,9
MANIPUR,IMPHAL EAST,2009,7
MANIPUR,IMPHAL EAST,2010,6
MANIPUR,IMPHAL EAST,2011,11
MANIPUR,IMPHAL EAST,2012,10
MANIPUR,IMPHAL WEST,2006,9
MANIPUR,IMPHAL WEST,2007,7
MANIPUR,IMPHAL WEST,2008,12
MANIPUR,IMPHAL WEST,2009,8
MANIPUR,IMPHAL WEST,2010,10
MANIPUR,IMPHAL WEST,2011,17
MANIPUR,IMPHAL WEST,2012,18
MANIPUR,IMPHAL(EAST),2001,7
MANIPUR,IMPHAL(EAST),2002,4
MANIPUR,IMPHAL(EAST),2003,3
MANIPUR,IMPHAL(EAST),2004,7
MANIPUR,IMPHAL(EAST),2005,4
MANIPUR,IMPHAL(WEST),2001,7
MANIPUR,IMPHAL(WEST),2002,3
MANIPUR,IMPHAL(WEST),2003,5
MANIPUR,IMPHAL(WEST),2004,9
MANIPUR,IMPHAL(WEST),2005,10
MADHYA PRADESH,INDORE,2001,84
MADHYA PRADESH,INDORE,2002,93
MADHYA PRADESH,INDORE,2003,77
MADHYA PRADESH,INDORE,2004,97
MADHYA PRADESH,INDORE,2005,102
MADHYA PRADESH,INDORE,2006,90
MADHYA PRADESH,INDORE,2007,102
MADHYA PRADESH,INDORE,2008,122
MADHYA PRADESH,INDORE,2009,82
MADHYA PRADESH,INDORE,2010,104
MADHYA PRADESH,INDORE,2011,129
MADHYA PRADESH,INDORE,2012,173
MADHYA PRADESH,INDORE RLY.,2001,2
MADHYA PRADESH,INDORE RLY.,2002,1
MADHYA PRADESH,INDORE RLY.,2003,0
MADHYA PRADESH,INDORE RLY.,2004,1
MADHYA PRADESH,INDORE RLY.,2005,3
MADHYA PRADESH,INDORE RLY.,2006,3
MADHYA PRADESH,INDORE RLY.,2007,4
MADHYA PRADESH,INDORE RLY.,2008,3
MADHYA PRADESH,INDORE RLY.,2009,0
MADHYA PRADESH,INDORE RLY.,2010,0
MADHYA PRADESH,INDORE RLY.,2011,2
MADHYA PRADESH,INDORE RLY.,2012,3
UTTAR PRADESH,J.P.NAGAR,2001,23
UTTAR PRADESH,J.P.NAGAR,2002,15
UTTAR PRADESH,J.P.NAGAR,2003,6
UTTAR PRADESH,J.P.NAGAR,2004,27
UTTAR PRADESH,J.P.NAGAR,2005,22
UTTAR PRADESH,J.P.NAGAR,2006,21
UTTAR PRADESH,J.P.NAGAR,2007,28
UTTAR PRADESH,J.P.NAGAR,2008,20
UTTAR PRADESH,J.P.NAGAR,2009,26
UTTAR PRADESH,J.P.NAGAR,2010,24
UTTAR PRADESH,J.P.NAGAR,2011,44
UTTAR PRADESH,J.P.NAGAR,2012,34
MADHYA PRADESH,JABALPUR,2001,108
MADHYA PRADESH,JABALPUR,2002,80
MADHYA PRADESH,JABALPUR,2003,103
MADHYA PRADESH,JABALPUR,2004,102
MADHYA PRADESH,JABALPUR,2005,92
MADHYA PRADESH,JABALPUR,2006,103
MADHYA PRADESH,JABALPUR,2007,77
MADHYA PRADESH,JABALPUR,2008,127
MADHYA PRADESH,JABALPUR,2009,129
MADHYA PRADESH,JABALPUR,2010,130
MADHYA PRADESH,JABALPUR,2011,107
MADHYA PRADESH,JABALPUR,2012,127
MADHYA PRADESH,JABALPUR RLY.,2001,0
MADHYA PRADESH,JABALPUR RLY.,2002,0
MADHYA PRADESH,JABALPUR RLY.,2003,0
MADHYA PRADESH,JABALPUR RLY.,2004,7
MADHYA PRADESH,JABALPUR RLY.,2005,0
MADHYA PRADESH,JABALPUR RLY.,2006,1
MADHYA PRADESH,JABALPUR RLY.,2007,1
MADHYA PRADESH,JABALPUR RLY.,2008,1
MADHYA PRADESH,JABALPUR RLY.,2009,1
MADHYA PRADESH,JABALPUR RLY.,2010,5
MADHYA PRADESH,JABALPUR RLY.,2011,3
MADHYA PRADESH,JABALPUR RLY.,2012,3
ODISHA,JAGATSINGHPUR,2001,12
ODISHA,JAGATSINGHPUR,2002,17
ODISHA,JAGATSINGHPUR,2003,13
ODISHA,JAGATSINGHPUR,2004,19
ODISHA,JAGATSINGHPUR,2005,14
ODISHA,JAGATSINGHPUR,2006,12
ODISHA,JAGATSINGHPUR,2007,18
ODISHA,JAGATSINGHPUR,2008,25
ODISHA,JAGATSINGHPUR,2009,31
ODISHA,JAGATSINGHPUR,2010,24
ODISHA,JAGATSINGHPUR,2011,31
ODISHA,JAGATSINGHPUR,2012,43
CHHATTISGARH,JAGDALPUR,2001,59
CHHATTISGARH,JAGDALPUR,2002,46
CHHATTISGARH,JAGDALPUR,2003,71
CHHATTISGARH,JAGDALPUR,2004,82
CHHATTISGARH,JAGDALPUR,2005,74
CHHATTISGARH,JAGDALPUR,2006,71
CHHATTISGARH,JAGDALPUR,2007,60
CHHATTISGARH,JAGDALPUR,2008,68
CHHATTISGARH,JAGDALPUR,2009,60
CHHATTISGARH,JAGDALPUR,2010,48
CHHATTISGARH,JAGDALPUR,2011,68
CHHATTISGARH,JAGDALPUR,2012,36
PUNJAB,JAGRAON,2001,19
PUNJAB,JAGRAON,2002,13
PUNJAB,JAGRAON,2003,12
PUNJAB,JAGRAON,2004,20
PUNJAB,JAGRAON,2005,12
PUNJAB,JAGRAON,2006,18
PUNJAB,JAGRAON,2007,15
MEGHALAYA,JAINTIA HILLS,2001,7
MEGHALAYA,JAINTIA HILLS,2002,2
MEGHALAYA,JAINTIA HILLS,2003,11
MEGHALAYA,JAINTIA HILLS,2004,11
MEGHALAYA,JAINTIA HILLS,2005,10
MEGHALAYA,JAINTIA HILLS,2006,19
MEGHALAYA,JAINTIA HILLS,2007,26
MEGHALAYA,JAINTIA HILLS,2008,18
MEGHALAYA,JAINTIA HILLS,2009,24
MEGHALAYA,JAINTIA HILLS,2010,33
MEGHALAYA,JAINTIA HILLS,2011,43
MEGHALAYA,JAINTIA HILLS,2012,32
RAJASTHAN,JAIPUR,2001,61
RAJASTHAN,JAIPUR,2002,57
RAJASTHAN,JAIPUR,2003,57
RAJASTHAN,JAIPUR,2004,81
RAJASTHAN,JAIPUR,2005,82
RAJASTHAN,JAIPUR EAST,2006,19
RAJASTHAN,JAIPUR EAST,2007,25
RAJASTHAN,JAIPUR EAST,2008,20
RAJASTHAN,JAIPUR EAST,2009,29
RAJASTHAN,JAIPUR EAST,2010,28
RAJASTHAN,JAIPUR EAST,2011,31
RAJASTHAN,JAIPUR EAST,2012,41
RAJASTHAN,JAIPUR NORTH,2006,18
RAJASTHAN,JAIPUR NORTH,2007,23
RAJASTHAN,JAIPUR NORTH,2008,25
RAJASTHAN,JAIPUR NORTH,2009,23
RAJASTHAN,JAIPUR NORTH,2010,25
RAJASTHAN,JAIPUR NORTH,2011,20
RAJASTHAN,JAIPUR NORTH,2012,37
RAJASTHAN,JAIPUR RURAL,2006,34
RAJASTHAN,JAIPUR RURAL,2007,39
RAJASTHAN,JAIPUR RURAL,2008,35
RAJASTHAN,JAIPUR RURAL,2009,49
RAJASTHAN,JAIPUR RURAL,2010,27
RAJASTHAN,JAIPUR RURAL,2011,37
RAJASTHAN,JAIPUR RURAL,2012,39
RAJASTHAN,JAIPUR SOUTH,2006,21
RAJASTHAN,JAIPUR SOUTH,2007,14
RAJASTHAN,JAIPUR SOUTH,2008,15
RAJASTHAN,JAIPUR SOUTH,2009,17
RAJASTHAN,JAIPUR SOUTH,2010,18
RAJASTHAN,JAIPUR SOUTH,2011,18
RAJASTHAN,JAIPUR SOUTH,2012,17
RAJASTHAN,JAIPUR WEST,2011,23
RAJASTHAN,JAIPUR WEST,2012,38
RAJASTHAN,JAISALMER,2001,2
RAJASTHAN,JAISALMER,2002,3
RAJASTHAN,JAISALMER,2003,3
RAJASTHAN,JAISALMER,2004,2
RAJASTHAN,JAISALMER,2005,2
RAJASTHAN,JAISALMER,2006,1
RAJASTHAN,JAISALMER,2007,4
RAJASTHAN,JAISALMER,2008,4
RAJASTHAN,JAISALMER,2009,5
RAJASTHAN,JAISALMER,2010,3
RAJASTHAN,JAISALMER,2011,4
RAJASTHAN,JAISALMER,2012,12
ODISHA,JAJPUR,2001,24
ODISHA,JAJPUR,2002,18
ODISHA,JAJPUR,2003,17
ODISHA,JAJPUR,2004,15
ODISHA,JAJPUR,2005,20
ODISHA,JAJPUR,2006,35
ODISHA,JAJPUR,2007,25
ODISHA,JAJPUR,2008,36
ODISHA,JAJPUR,2009,32
ODISHA,JAJPUR,2010,30
ODISHA,JAJPUR,2011,31
ODISHA,JAJPUR,2012,49
PUNJAB,JALANDHAR,2001,21
PUNJAB,JALANDHAR,2002,20
PUNJAB,JALANDHAR,2003,33
PUNJAB,JALANDHAR,2004,31
PUNJAB,JALANDHAR,2005,37
PUNJAB,JALANDHAR,2006,52
PUNJAB,JALANDHAR,2007,54
PUNJAB,JALANDHAR,2008,51
PUNJAB,JALANDHAR,2009,35
PUNJAB,JALANDHAR,2011,31
PUNJAB,JALANDHAR RURAL,2010,39
PUNJAB,JALANDHAR RURAL,2012,29
UTTAR PRADESH,JALAUN,2001,6
UTTAR PRADESH,JALAUN,2002,4
UTTAR PRADESH,JALAUN,2003,6
UTTAR PRADESH,JALAUN,2004,7
UTTAR PRADESH,JALAUN,2005,3
UTTAR PRADESH,JALAUN,2006,4
UTTAR PRADESH,JALAUN,2007,8
UTTAR PRADESH,JALAUN,2008,6
UTTAR PRADESH,JALAUN,2009,11
UTTAR PRADESH,JALAUN,2010,5
UTTAR PRADESH,JALAUN,2011,7
UTTAR PRADESH,JALAUN,2012,15
MAHARASHTRA,JALGAON,2001,19
MAHARASHTRA,JALGAON,2002,22
MAHARASHTRA,JALGAON,2003,38
MAHARASHTRA,JALGAON,2004,36
MAHARASHTRA,JALGAON,2005,52
MAHARASHTRA,JALGAON,2006,52
MAHARASHTRA,JALGAON,2007,52
MAHARASHTRA,JALGAON,2008,42
MAHARASHTRA,JALGAON,2009,30
MAHARASHTRA,JALGAON,2010,49
MAHARASHTRA,JALGAON,2011,48
MAHARASHTRA,JALGAON,2012,45
MAHARASHTRA,JALNA,2001,16
MAHARASHTRA,JALNA,2002,14
MAHARASHTRA,JALNA,2003,8
MAHARASHTRA,JALNA,2004,10
MAHARASHTRA,JALNA,2005,20
MAHARASHTRA,JALNA,2006,19
MAHARASHTRA,JALNA,2007,17
MAHARASHTRA,JALNA,2008,16
MAHARASHTRA,JALNA,2009,22
MAHARASHTRA,JALNA,2010,11
MAHARASHTRA,JALNA,2011,15
MAHARASHTRA,JALNA,2012,25
RAJASTHAN,JALORE,2001,10
RAJASTHAN,JALORE,2002,11
RAJASTHAN,JALORE,2003,6
RAJASTHAN,JALORE,2004,5
RAJASTHAN,JALORE,2005,5
RAJASTHAN,JALORE,2006,10
RAJASTHAN,JALORE,2007,7
RAJASTHAN,JALORE,2008,13
