STATE/UT,DISTRICT,YEAR,MURDER,RAPE,THEFT
RAJASTHAN,BHARATPUR,2003,91,41,841
RAJASTHAN,BHILWARA,2003,24,42,815
RAJASTHAN,BIKANER,2003,50,27,352
RAJASTHAN,BUNDI,2003,28,42,364
RAJASTHAN,CHITTORGARH,2003,50,78,657
RAJASTHAN,CHURU,2003,29,22,243
RAJASTHAN,DAUSA,2003,33,17,411
RAJASTHAN,DHOLPUR,2003,40,20,226
RAJASTHAN,DUNGARPUR,2003,30,15,55
RAJASTHAN,G.R.P.,2003,5,0,536
RAJASTHAN,GANGANAGAR,2003,59,75,389
RAJASTHAN,HANUMANGARH,2003,59,56,377
RAJASTHAN,JAIPUR,2003,92,57,3161
RAJASTHAN,JAISALMER,2003,3,3,120
RAJASTHAN,JALORE,2003,22,6,147
RAJASTHAN,JHALAWAR,2003,32,50,325
RAJASTHAN,JHUNJHUNU,2003,41,27,269
RAJASTHAN,JODHPUR,2003,39,34,1011
RAJASTHAN,KARAULI,2003,28,34,267
RAJASTHAN,KOTA,2003,35,35,987
RAJASTHAN,NAGAUR,2003,45,32,399
RAJASTHAN,PALI,2003,38,27,318
RAJASTHAN,RAJSAMAND,2003,21,12,166
RAJASTHAN,SAWAI MADHOPUR,2003,24,21,303
RAJASTHAN,SIKAR,2003,33,15,276
RAJASTHAN,SIROHI,2003,27,11,140
RAJASTHAN,TONK,2003,20,11,291
RAJASTHAN,UDAIPUR,2003,61,35,431
RAJASTHAN,TOTAL,2003,1262,1050,16456
SIKKIM,EAST,2003,7,5,41
SIKKIM,NORTH,2003,1,2,2
SIKKIM,SOUTH,2003,3,1,19
SIKKIM,WEST,2003,3,2,3
SIKKIM,TOTAL,2003,14,10,65
TAMIL NADU,CHENGAI,2003,84,17,1170
TAMIL NADU,CHENNAI,2003,71,38,3779
TAMIL NADU,CHENNAI RLY.,2003,0,0,199
TAMIL NADU,COIMBATORE RURAL,2003,72,16,1146
TAMIL NADU,COIMBATORE URBAN,2003,22,4,993
TAMIL NADU,CUDDALORE,2003,62,19,494
TAMIL NADU,DHARMAPURI,2003,90,23,332
TAMIL NADU,DINDIGUL,2003,62,18,467
TAMIL NADU,ERODE,2003,53,11,676
TAMIL NADU,KANCHIPURAM,2003,48,31,471
TAMIL NADU,KANYAKUMARI,2003,38,11,232
TAMIL NADU,KARUR,2003,26,3,296
TAMIL NADU,MADURAI RURAL,2003,48,22,383
TAMIL NADU,MADURAI URBAN,2003,27,7,468
TAMIL NADU,NAGAPATTINAM,2003,41,5,259
TAMIL NADU,NAMAKKAL,2003,31,7,257
TAMIL NADU,NILGIRIS,2003,18,9,144
TAMIL NADU,PERAMBALUR,2003,31,13,204
TAMIL NADU,PUDUKOTTAI,2003,32,8,185
TAMIL NADU,RAMNATHAPURAM,2003,26,10,217
TAMIL NADU,SALEM RURAL,2003,78,35,357
TAMIL NADU,SALEM URBAN,2003,15,11,337
TAMIL NADU,SIVAGANGAI,2003,24,4,231
TAMIL NADU,THANJAVUR,2003,60,14,452
TAMIL NADU,THENI,2003,35,6,246
TAMIL NADU,THIRUNELVELI RURAL,2003,54,43,439
TAMIL NADU,THIRUNELVELI URBAN,2003,12,4,124
TAMIL NADU,THIRUVALLUR,2003,25,14,279
TAMIL NADU,THIRUVANNAMALAI,2003,38,25,358
TAMIL NADU,THIRUVARUR,2003,14,9,242
TAMIL NADU,THOOTHUGUDI,2003,76,21,550
TAMIL NADU,TRICHY RLY.,2003,0,0,47
TAMIL NADU,TRICHY RURAL,2003,44,7,229
TAMIL NADU,TRICHY URBAN,2003,17,6,449
TAMIL NADU,VELLORE,2003,87,20,591
TAMIL NADU,VILLUPURAM,2003,77,39,412
TAMIL NADU,VIRUDHUNAGAR,2003,53,27,498
TAMIL NADU,TOTAL,2003,1591,557,18213
TRIPURA,DHALAI,2003,40,5,13
TRIPURA,NORTH,2003,40,36,54
TRIPURA,SOUTH,2003,38,37,53
TRIPURA,WEST,2003,136,36,156
TRIPURA,TOTAL,2003,254,114,276
UTTAR PRADESH,AGRA,2003,126,27,724
UTTAR PRADESH,ALIGARH,2003,156,24,454
UTTAR PRADESH,ALLAHABAD,2003,119,21,359
UTTAR PRADESH,AMBEDKAR NAGAR,2003,12,7,59
UTTAR PRADESH,AURAIYA,2003,32,4,43
UTTAR PRADESH,AZAMGARH,2003,89,6,116
UTTAR PRADESH,BADAUN,2003,182,31,175
UTTAR PRADESH,BAGHPAT,2003,81,12,85
UTTAR PRADESH,BAHRAICH,2003,41,5,47
UTTAR PRADESH,BALLIA,2003,32,2,81
UTTAR PRADESH,BALRAMPUR,2003,15,3,24
UTTAR PRADESH,BANDA,2003,49,10,49
UTTAR PRADESH,BARABANKI,2003,55,12,114
UTTAR PRADESH,BAREILLY,2003,194,32,333
UTTAR PRADESH,BASTI,2003,38,5,76
UTTAR PRADESH,BIJNOR,2003,81,20,150
UTTAR PRADESH,BULANDSHAHAR,2003,144,13,324
UTTAR PRADESH,CHANDOLI,2003,30,3,52
UTTAR PRADESH,CHITRAKOOT DHAM,2003,30,10,15
UTTAR PRADESH,DEORIA,2003,34,3,67
UTTAR PRADESH,ETAH,2003,137,18,131
UTTAR PRADESH,ETAWAH,2003,44,2,92
UTTAR PRADESH,FAIZABAD,2003,31,10,59
UTTAR PRADESH,FATEHGARH,2003,72,7,66
UTTAR PRADESH,FATEHPUR,2003,73,3,62
UTTAR PRADESH,FIROZABAD,2003,95,12,186
UTTAR PRADESH,G.R.P.,2003,19,3,2487
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,66,10,425
UTTAR PRADESH,GHAZIABAD,2003,176,15,931
UTTAR PRADESH,GHAZIPUR,2003,48,2,62
UTTAR PRADESH,GONDA,2003,21,5,54
UTTAR PRADESH,GORAKHPUR,2003,82,13,215
UTTAR PRADESH,HAMIRPUR,2003,36,10,41
UTTAR PRADESH,HARDOI,2003,101,24,129
UTTAR PRADESH,HATHRAS,2003,52,21,141
UTTAR PRADESH,J.P.NAGAR,2003,62,6,86
UTTAR PRADESH,JALAUN,2003,68,6,75
UTTAR PRADESH,JAUNPUR,2003,33,4,100
UTTAR PRADESH,JHANSI,2003,54,4,123
UTTAR PRADESH,KANNAUJ,2003,64,4,48
UTTAR PRADESH,KANPUR DEHAT,2003,37,6,107
UTTAR PRADESH,KANPUR NAGAR,2003,187,24,830
UTTAR PRADESH,KAUSHAMBI,2003,56,17,45
UTTAR PRADESH,KHIRI,2003,99,28,173
UTTAR PRADESH,KUSHI NAGAR,2003,37,5,70
UTTAR PRADESH,LALITPUR,2003,12,5,23
UTTAR PRADESH,LUCKNOW,2003,176,38,1753
UTTAR PRADESH,MAHARAJGANJ,2003,28,4,30
UTTAR PRADESH,MAHOBA,2003,32,2,38
UTTAR PRADESH,MAINPURI,2003,108,7,96
UTTAR PRADESH,MATHURA,2003,94,16,293
UTTAR PRADESH,MAU,2003,38,5,65
UTTAR PRADESH,MEERUT,2003,193,40,665
UTTAR PRADESH,MIRZAPUR,2003,31,6,68
UTTAR PRADESH,MORADABAD,2003,156,43,313
UTTAR PRADESH,MUZAFFARNAGAR,2003,186,32,346
UTTAR PRADESH,PILIBHIT,2003,63,21,132
UTTAR PRADESH,PRATAPGARH,2003,44,9,79
UTTAR PRADESH,RAIBAREILLY,2003,69,20,153
UTTAR PRADESH,RAMPUR,2003,63,13,126
UTTAR PRADESH,SAHARANPUR,2003,82,17,230
UTTAR PRADESH,SANT KABIRNAGAR,2003,19,0,23
UTTAR PRADESH,SHAHJAHANPUR,2003,162,17,162
UTTAR PRADESH,SHRAWASTI,2003,15,3,18
UTTAR PRADESH,SIDHARTHNAGAR,2003,10,2,29
UTTAR PRADESH,SITAPUR,2003,129,47,287
UTTAR PRADESH,SONBHADRA,2003,19,5,39
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,18,2,42
UTTAR PRADESH,SULTANPUR,2003,62,18,151
UTTAR PRADESH,UNNAO,2003,111,23,124
UTTAR PRADESH,VARANASI,2003,74,7,381
UTTAR PRADESH,TOTAL,2003,5284,911,15751
UTTARAKHAND,ALMORA,2003,15,1,47
UTTARAKHAND,BAGESHWAR,2003,11,4,17
UTTARAKHAND,CHAMOLI,2003,9,4,14
UTTARAKHAND,CHAMPAWAT,2003,7,1,14
UTTARAKHAND,DEHRADUN,2003,31,16,311
UTTARAKHAND,HARIDWAR,2003,75,31,388
UTTARAKHAND,NAINITAL,2003,31,9,190
UTTARAKHAND,PAURI GARHWAL,2003,15,7,61
UTTARAKHAND,PITHORAGARH,2003,5,3,26
UTTARAKHAND,RUDRA PRAYAG,2003,8,2,9
UTTARAKHAND,TEHRI GARHWAL,2003,9,6,31
UTTARAKHAND,UDHAMSINGH NAGAR,2003,46,14,232
UTTARAKHAND,UTTARKASHI,2003,6,9,28
UTTARAKHAND,TOTAL,2003,268,107,1368
WEST BENGAL,24 PARGANAS NORTH,2003,193,92,1988
WEST BENGAL,24 PARGANAS SOUTH,2003,125,89,1034
WEST BENGAL,ASANSOL,2003,28,8,75
WEST BENGAL,BANKURA,2003,41,43,240
WEST BENGAL,BIRBHUM,2003,51,48,230
WEST BENGAL,BURDWAN,2003,98,61,370
WEST BENGAL,COOCHBEHAR,2003,24,53,135
WEST BENGAL,DAKSHIN DINAJPUR,2003,22,31,84
WEST BENGAL,DARJEELING,2003,54,24,465
WEST BENGAL,HOOGHLY,2003,88,39,594
WEST BENGAL,HOWRAH,2003,25,9,107
WEST BENGAL,HOWRAH CITY,2003,18,6,275
WEST BENGAL,HOWRAH G.R.P.,2003,11,0,292
WEST BENGAL,JALPAIGURI,2003,108,60,474
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,0,108
WEST BENGAL,KOLKATA,2003,52,36,3684
WEST BENGAL,MALDA,2003,48,57,247
WEST BENGAL,MURSHIDABAD,2003,116,106,391
WEST BENGAL,NADIA,2003,93,108,658
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,50,358
WEST BENGAL,PURAB MIDNAPUR,2003,43,33,143
WEST BENGAL,PURULIA,2003,46,25,147
WEST BENGAL,SEALDAH G.R.P.,2003,22,0,207
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,89
WEST BENGAL,UTTAR DINAJPUR,2003,34,24,218
WEST BENGAL,TOTAL,2003,1425,1002,12613
A & N ISLANDS,ANDAMAN,2003,16,2,58
A & N ISLANDS,NICOBAR,2003,5,0,2
A & N ISLANDS,TOTAL,2003,21,2,60
CHANDIGARH,CHANDIGARH,2003,21,18,1238
CHANDIGARH,TOTAL,2003,21,18,1238
D & N HAVELI,D and N HAVELI,2003,11,1,61
D & N HAVELI,TOTAL,2003,11,1,61
DAMAN & DIU,DAMAN,2003,6,4,44
DAMAN & DIU,DIU,2003,0,1,2
DAMAN & DIU,TOTAL,2003,6,5,46
DELHI UT,CENTRAL,2003,29,20,1187
DELHI UT,DELHI UT TOTAL,2003,485,490,15544
DELHI UT,EAST,2003,44,37,1757
DELHI UT,G.R.P.(RLY),2003,8,0,1015
DELHI UT,I.G.I. AIRPORT,2003,2,0,74
DELHI UT,NEW DELHI,2003,7,8,863
DELHI UT,NORTH,2003,32,34,923
DELHI UT,NORTH EAST,2003,54,53,796
DELHI UT,NORTH WEST,2003,106,128,2191
DELHI UT,S.T.F.,2003,0,0,0
DELHI UT,SOUTH,2003,86,83,3307
DELHI UT,SOUTH WEST,2003,45,57,1396
DELHI UT,WEST,2003,72,70,2035
LAKSHADWEEP,LAKSHADWEEP,2003,0,2,8
LAKSHADWEEP,TOTAL,2003,0,2,8
PUDUCHERRY,PONDICHERRY,2003,29,2,567
PUDUCHERRY,TOTAL,2003,29,2,567
ANDHRA PRADESH,ADILABAD,2004,113,50,256
ANDHRA PRADESH,ANANTAPUR,2004,152,20,442
ANDHRA PRADESH,CHITTOOR,2004,105,28,1055
ANDHRA PRADESH,CUDDAPAH,2004,96,14,275
ANDHRA PRADESH,CYBERABAD,2004,145,40,1697
ANDHRA PRADESH,EAST GODAVARI,2004,96,31,1106
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,0,177
ANDHRA PRADESH,GUNTUR,2004,163,46,1479
ANDHRA PRADESH,HYDERABAD CITY,2004,121,56,5735
ANDHRA PRADESH,KARIMNAGAR,2004,123,85,540
ANDHRA PRADESH,KHAMMAM,2004,108,43,482
ANDHRA PRADESH,KRISHNA,2004,60,33,732
ANDHRA PRADESH,KURNOOL,2004,112,29,328
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,56,479
ANDHRA PRADESH,MEDAK,2004,127,52,505
ANDHRA PRADESH,NALGONDA,2004,118,46,401
ANDHRA PRADESH,NELLORE,2004,94,107,873
ANDHRA PRADESH,NIZAMABAD,2004,96,24,360
ANDHRA PRADESH,PRAKASHAM,2004,103,19,298
ANDHRA PRADESH,RANGA REDDY,2004,73,25,205
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,0,367
ANDHRA PRADESH,SRIKAKULAM,2004,26,15,196
ANDHRA PRADESH,VIJAYAWADA,2004,46,19,2272
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,0,288
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18,184
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,12,733
ANDHRA PRADESH,VIZIANAGARAM,2004,42,14,196
ANDHRA PRADESH,WARANGAL,2004,111,53,670
ANDHRA PRADESH,WEST GODAVARI,2004,72,81,1247
ANDHRA PRADESH,TOTAL,2004,2579,1016,23578
ARUNACHAL PRADESH,CHANGLANG,2004,8,9,27
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,3,15
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,2
ARUNACHAL PRADESH,KAMENG EAST,2004,4,0,11
ARUNACHAL PRADESH,KAMENG WEST,2004,3,2,24
ARUNACHAL PRADESH,LOHIT,2004,10,5,23
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,132
ARUNACHAL PRADESH,SIANG EAST,2004,1,11,41
ARUNACHAL PRADESH,SIANG UPPER,2004,1,1,10
ARUNACHAL PRADESH,SIANG WEST,2004,3,6,44
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,0,7
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,0,18
ARUNACHAL PRADESH,TAWANG,2004,0,0,11
ARUNACHAL PRADESH,TIRAP,2004,3,1,21
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,2
ARUNACHAL PRADESH,TOTAL,2004,67,42,388
ASSAM,BARPETA,2004,48,50,238
ASSAM,BONGAIGAON,2004,36,41,136
ASSAM,C.I.D.,2004,0,0,0
ASSAM,CACHAR,2004,46,46,411
ASSAM,DARRANG,2004,69,55,262
ASSAM,DHEMAJI,2004,17,53,125
ASSAM,DHUBRI,2004,53,79,136
ASSAM,DIBRUGARH,2004,125,58,350
ASSAM,G.R.P.,2004,17,2,166
ASSAM,GOALPARA,2004,35,50,100
ASSAM,GOLAGHAT,2004,71,62,310
ASSAM,GUWAHATI CITY,2004,21,88,867
ASSAM,HAILAKANDI,2004,25,18,47
ASSAM,JORHAT,2004,38,32,150
ASSAM,KAMRUP,2004,15,59,298
ASSAM,KARBI ANGLONG,2004,57,14,102
ASSAM,KARIMGANJ,2004,40,32,101
ASSAM,KOKRAJHAR,2004,63,33,104
ASSAM,LAKHIMPUR,2004,31,56,291
ASSAM,MORIGAON,2004,19,36,81
ASSAM,N.C.HILLS,2004,7,1,42
ASSAM,NAGAON,2004,79,91,433
ASSAM,NALBARI,2004,37,29,129
ASSAM,R.P.O.,2004,6,5,21
ASSAM,SIBSAGAR,2004,55,49,238
ASSAM,SONITPUR,2004,87,87,392
ASSAM,TINSUKIA,2004,117,45,336
ASSAM,TOTAL,2004,1214,1171,5866
BIHAR,ARARIA,2004,66,34,186
BIHAR,ARWAL,2004,36,2,54
BIHAR,AURANGABAD,2004,77,18,214
BIHAR,BAGAHA,2004,49,23,66
BIHAR,BANKA,2004,71,44,99
BIHAR,BEGUSARAI,2004,107,23,323
BIHAR,BETTIAH,2004,108,128,301
BIHAR,BHABHUA,2004,59,20,146
BIHAR,BHAGALPUR,2004,133,63,393
BIHAR,BHOJPUR,2004,108,9,285
BIHAR,BUXAR,2004,70,13,235
BIHAR,DARBHANGA,2004,55,59,138
BIHAR,GAYA,2004,163,19,461
BIHAR,GOPALGANJ,2004,77,39,163
BIHAR,JAMALPUR RLY.,2004,10,0,171
BIHAR,JAMUI,2004,79,31,77
BIHAR,JEHANABAD,2004,68,6,130
BIHAR,KATIHAR,2004,71,79,159
BIHAR,KATIHAR RLY.,2004,10,2,224
BIHAR,KHAGARIA,2004,50,18,117
BIHAR,KISHANGANJ,2004,26,32,122
BIHAR,LAKHISARAI,2004,63,13,62
BIHAR,MADHEPURA,2004,58,11,58
BIHAR,MADHUBANI,2004,60,61,224
BIHAR,MOTIHARI,2004,120,29,378
BIHAR,MUNGER,2004,64,11,163
BIHAR,MUZAFFARPUR,2004,180,166,779
BIHAR,MUZAFFARPUR RLY.,2004,20,2,395
BIHAR,NALANDA,2004,220,43,388
BIHAR,NAUGACHIA,2004,50,7,66
BIHAR,NAWADAH,2004,78,37,79
BIHAR,PATNA,2004,542,46,1568
BIHAR,PATNA RLY.,2004,21,2,744
BIHAR,PURNEA,2004,128,62,242
BIHAR,ROHTAS,2004,130,12,265
BIHAR,SAHARSA,2004,48,21,122
BIHAR,SAMASTIPUR,2004,118,28,292
BIHAR,SARAN,2004,160,17,258
BIHAR,SHEIKHPURA,2004,44,3,53
BIHAR,SHEOHAR,2004,9,13,19
BIHAR,SITAMARHI,2004,80,70,230
BIHAR,SIWAN,2004,125,7,165
BIHAR,SUPAUL,2004,38,25,114
BIHAR,VAISHALI,2004,99,42,385
BIHAR,TOTAL,2004,3948,1390,11113
CHHATTISGARH,BALRAMPUR,2004,33,27,28
CHHATTISGARH,BILASPUR,2004,83,61,704
CHHATTISGARH,BIZAPUR,2004,24,3,9
CHHATTISGARH,DANTEWARA,2004,70,11,70
CHHATTISGARH,DHAMTARI,2004,18,37,76
CHHATTISGARH,DURG,2004,55,124,813
CHHATTISGARH,GRP RAIPUR,2004,2,2,223
CHHATTISGARH,JAGDALPUR,2004,63,82,178
CHHATTISGARH,JANJGIR,2004,55,30,268
CHHATTISGARH,JASHPUR,2004,46,56,70
CHHATTISGARH,KABIRDHAM,2004,13,22,115
CHHATTISGARH,KANKER,2004,48,22,69
CHHATTISGARH,KORBA,2004,46,34,308
CHHATTISGARH,KORIYA,2004,33,50,137
CHHATTISGARH,MAHASAMUND,2004,22,35,164
CHHATTISGARH,NARAYANPUR,2004,21,1,18
CHHATTISGARH,RAIGARH,2004,55,45,321
CHHATTISGARH,RAIPUR,2004,84,143,927
CHHATTISGARH,RAJNANDGAON,2004,45,61,210
CHHATTISGARH,SARGUJA,2004,111,123,306
CHHATTISGARH,TOTAL,2004,927,969,5014
GOA,NORTH GOA,2004,23,13,298
GOA,SOUTH GOA,2004,17,24,205
GOA,TOTAL,2004,40,37,503
GUJARAT,AHMEDABAD COMMR.,2004,92,40,5711
GUJARAT,AHMEDABAD RURAL,2004,26,12,252
GUJARAT,AHWA-DANG,2004,4,2,5
GUJARAT,AMRELI,2004,28,5,158
GUJARAT,ANAND,2004,21,12,361
GUJARAT,BHARUCH,2004,38,14,370
GUJARAT,BHAVNAGAR,2004,53,22,718
GUJARAT,DAHOD,2004,44,9,144
GUJARAT,GANDHINAGAR,2004,25,8,416
GUJARAT,HIMATNAGAR,2004,35,10,194
GUJARAT,JAMNAGAR,2004,42,8,372
GUJARAT,JUNAGADH,2004,40,9,476
GUJARAT,KHEDA NORTH,2004,53,8,394
GUJARAT,KUTCH,2004,28,13,360
GUJARAT,MEHSANA,2004,40,4,621
GUJARAT,NARMADA,2004,15,6,29
GUJARAT,NAVSARI,2004,26,5,147
GUJARAT,PALANPUR,2004,38,21,328
GUJARAT,PANCHMAHAL,2004,51,7,368
GUJARAT,PATAN,2004,19,6,233
GUJARAT,PORBANDAR,2004,11,1,74
GUJARAT,RAJKOT COMMR.,2004,37,9,1216
GUJARAT,RAJKOT RURAL,2004,36,17,326
GUJARAT,SURAT COMMR.,2004,74,24,1543
GUJARAT,SURAT RURAL,2004,47,14,154
GUJARAT,SURENDRANAGAR,2004,28,13,266
GUJARAT,VADODARA COMMR.,2004,28,6,1414
GUJARAT,VADODARA RURAL,2004,85,22,296
GUJARAT,VALSAD,2004,36,9,346
GUJARAT,W.RLY,2004,13,3,1259
GUJARAT,TOTAL,2004,1113,339,18551
HARYANA,AMBALA,2004,28,10,243
HARYANA,BHIWANI,2004,51,28,301
HARYANA,FARIDABAD,2004,67,42,815
HARYANA,FATEHABAD,2004,29,9,111
HARYANA,GRP,2004,27,2,180
HARYANA,GURGAON,2004,66,36,1045
HARYANA,HISSAR,2004,49,16,430
HARYANA,JHAJJAR,2004,42,11,160
HARYANA,JIND,2004,28,7,147
HARYANA,KAITHAL,2004,25,18,200
HARYANA,KARNAL,2004,40,31,386
HARYANA,KURUKSHETRA,2004,26,21,411
HARYANA,MAHENDRAGARH,2004,16,20,111
HARYANA,PANCHKULA,2004,7,6,207
HARYANA,PANIPAT,2004,37,38,433
HARYANA,REWARI,2004,17,16,223
HARYANA,ROHTAK,2004,65,29,367
HARYANA,SIRSA,2004,25,17,246
HARYANA,SONIPAT,2004,67,13,377
HARYANA,YAMUNANAGAR,2004,21,16,165
HARYANA,TOTAL,2004,733,386,6558
HIMACHAL PRADESH,BILASPUR,2004,9,10,55
HIMACHAL PRADESH,CHAMBA,2004,8,14,27
HIMACHAL PRADESH,G.R.P.,2004,0,0,2
HIMACHAL PRADESH,HAMIRPUR,2004,9,5,42
HIMACHAL PRADESH,KANGRA,2004,18,15,81
HIMACHAL PRADESH,KINNAUR,2004,3,8,10
HIMACHAL PRADESH,KULLU,2004,9,13,40
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,1
HIMACHAL PRADESH,MANDI,2004,19,15,63
HIMACHAL PRADESH,SHIMLA,2004,10,34,154
HIMACHAL PRADESH,SIRMAUR,2004,9,9,27
HIMACHAL PRADESH,SOLAN,2004,4,20,89
HIMACHAL PRADESH,UNA,2004,10,10,52
HIMACHAL PRADESH,TOTAL,2004,110,153,643
JAMMU & KASHMIR,ANANTNAG,2004,70,17,92
JAMMU & KASHMIR,AWANTIPORA,2004,18,8,37
JAMMU & KASHMIR,BARAMULLA,2004,86,15,197
JAMMU & KASHMIR,BORDER,2004,7,4,19
JAMMU & KASHMIR,BUDGAM,2004,60,6,147
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0
JAMMU & KASHMIR,DODA,2004,83,4,28
JAMMU & KASHMIR,GANDERBAL,2004,15,12,63
JAMMU & KASHMIR,HANDWARA,2004,25,7,32
JAMMU & KASHMIR,JAMMU,2004,28,19,383
JAMMU & KASHMIR,KARGIL,2004,1,1,1
JAMMU & KASHMIR,KATHUA,2004,17,10,30
JAMMU & KASHMIR,KULGAM,2004,48,11,26
JAMMU & KASHMIR,KUPWARA,2004,31,20,62
JAMMU & KASHMIR,LEH,2004,2,3,4
JAMMU & KASHMIR,POONCH,2004,80,11,41
JAMMU & KASHMIR,PULWAMA,2004,54,0,104
JAMMU & KASHMIR,RAILWAYS,2004,1,1,9
JAMMU & KASHMIR,RAJOURI,2004,54,22,96
JAMMU & KASHMIR,RAMBAN,2004,48,7,36
JAMMU & KASHMIR,REASI,2004,34,5,12
JAMMU & KASHMIR,SRINAGAR,2004,45,24,430
JAMMU & KASHMIR,UDHAMPUR,2004,9,11,90
JAMMU & KASHMIR,TOTAL,2004,816,218,1939
JHARKHAND,BOKARO,2004,58,48,445
JHARKHAND,CHAIBASA,2004,134,37,98
JHARKHAND,CHATRA,2004,31,18,83
JHARKHAND,DEOGHAR,2004,36,37,98
JHARKHAND,DHANBAD,2004,88,38,493
JHARKHAND,DHANBAD RLY.,2004,5,2,240
JHARKHAND,DUMKA,2004,67,50,88
JHARKHAND,GARHWA,2004,39,32,68
JHARKHAND,GIRIDIH,2004,72,39,128
JHARKHAND,GODDA,2004,31,86,128
JHARKHAND,GUMLA,2004,108,31,58
JHARKHAND,HAZARIBAGH,2004,86,71,537
JHARKHAND,JAMSHEDPUR,2004,81,76,539
JHARKHAND,JAMSHEDPUR RLY.,2004,2,1,114
JHARKHAND,JAMTARA,2004,18,25,69
JHARKHAND,KODERMA,2004,30,6,50
JHARKHAND,LATEHAR,2004,43,12,33
JHARKHAND,LOHARDAGGA,2004,44,14,29
JHARKHAND,PAKUR,2004,37,37,32
JHARKHAND,PALAMU,2004,69,14,99
JHARKHAND,RANCHI,2004,270,55,729
JHARKHAND,SAHEBGANJ,2004,45,26,98
JHARKHAND,SARAIKELA,2004,51,26,115
JHARKHAND,SIMDEGA,2004,43,16,3
JHARKHAND,TOTAL,2004,1488,797,4374
KARNATAKA,BAGALKOT,2004,38,3,134
KARNATAKA,BANGALORE COMMR.,2004,214,32,8241
KARNATAKA,BANGALORE RURAL,2004,152,29,1038
KARNATAKA,BELGAUM,2004,106,5,291
KARNATAKA,BELLARY,2004,42,5,295
KARNATAKA,BIDAR,2004,40,8,246
KARNATAKA,BIJAPUR,2004,66,8,121
KARNATAKA,CHAMARAJNAGAR,2004,23,7,151
KARNATAKA,CHICKMAGALUR,2004,29,7,237
KARNATAKA,CHITRADURGA,2004,32,16,252
KARNATAKA,DAKSHIN KANNADA,2004,24,12,259
KARNATAKA,DAVANAGERE,2004,38,8,273
KARNATAKA,DHARWAD COMMR.,2004,17,1,251
KARNATAKA,DHARWAD RURAL,2004,26,3,80
KARNATAKA,GADAG,2004,16,1,65
KARNATAKA,GULBARGA,2004,102,23,251
KARNATAKA,HASSAN,2004,61,16,413
KARNATAKA,HAVERI,2004,25,9,115
KARNATAKA,K.G.F.,2004,16,2,94
KARNATAKA,KODAGU,2004,21,8,111
KARNATAKA,KOLAR,2004,59,16,365
KARNATAKA,KOPPAL,2004,25,8,54
KARNATAKA,MANDYA,2004,58,15,302
KARNATAKA,MYSORE COMMR.,2004,29,4,485
KARNATAKA,MYSORE RURAL,2004,44,11,233
KARNATAKA,RAICHUR,2004,43,6,110
KARNATAKA,RAILWAYS,2004,20,0,643
KARNATAKA,SHIMOGA,2004,48,11,330
KARNATAKA,TUMKUR,2004,65,15,477
KARNATAKA,UDUPI,2004,16,0,103
KARNATAKA,UTTAR KANNADA,2004,24,2,73
KARNATAKA,TOTAL,2004,1519,291,16093
KERALA,ALAPUZHA,2004,18,12,173
KERALA,CBCID,2004,22,0,19
KERALA,ERNAKULAM COMMR.,2004,13,7,486
KERALA,ERNAKULAM RURAL,2004,31,21,332
KERALA,IDUKKI,2004,34,15,195
KERALA,KANNUR,2004,23,33,175
KERALA,KASARGOD,2004,14,29,165
KERALA,KOLLAM,2004,46,55,330
KERALA,KOTTAYAM,2004,18,28,319
KERALA,KOZHIKODE COMMR.,2004,8,13,361
KERALA,KOZHIKODE RURAL,2004,9,30,201
KERALA,MALAPPURAM,2004,23,57,341
KERALA,PALAKKAD,2004,34,36,292
KERALA,PATHANAMTHITTA,2004,18,18,161
KERALA,RAILWAYS,2004,3,0,120
KERALA,THRISSUR,2004,41,41,547
KERALA,TRIVANDRUM COMMR.,2004,15,18,487
KERALA,TRIVANDRUM RURAL,2004,36,42,367
KERALA,WAYANADU,2004,11,25,169
KERALA,TOTAL,2004,417,480,5240
MADHYA PRADESH,ANUPPUR,2004,24,28,131
MADHYA PRADESH,ASHOK NAGAR,2004,22,35,152
MADHYA PRADESH,BALAGHAT,2004,74,86,204
MADHYA PRADESH,BARWANI,2004,29,30,209
