STATE/UT,DISTRICT,YEAR,KIDNAPPING & ABDUCTION
JHARKHAND,DUMKA,2004,15
JHARKHAND,DUMKA,2005,23
JHARKHAND,DUMKA,2006,28
JHARKHAND,DUMKA,2007,29
JHARKHAND,DUMKA,2008,26
JHARKHAND,DUMKA,2009,34
JHARKHAND,DUMKA,2010,38
JHARKHAND,DUMKA,2011,28
JHARKHAND,DUMKA,2012,34
RAJASTHAN,DUNGARPUR,2001,54
RAJASTHAN,DUNGARPUR,2002,43
RAJASTHAN,DUNGARPUR,2003,29
RAJASTHAN,DUNGARPUR,2004,40
RAJASTHAN,DUNGARPUR,2005,31
RAJASTHAN,DUNGARPUR,2006,25
RAJASTHAN,DUNGARPUR,2007,42
RAJASTHAN,DUNGARPUR,2008,50
RAJASTHAN,DUNGARPUR,2009,43
RAJASTHAN,DUNGARPUR,2010,52
RAJASTHAN,DUNGARPUR,2011,89
RAJASTHAN,DUNGARPUR,2012,67
CHHATTISGARH,DURG,2001,57
CHHATTISGARH,DURG,2002,29
CHHATTISGARH,DURG,2003,21
CHHATTISGARH,DURG,2004,41
CHHATTISGARH,DURG,2005,28
CHHATTISGARH,DURG,2006,33
CHHATTISGARH,DURG,2007,35
CHHATTISGARH,DURG,2008,18
CHHATTISGARH,DURG,2009,19
CHHATTISGARH,DURG,2010,39
CHHATTISGARH,DURG,2011,115
CHHATTISGARH,DURG,2012,55
DELHI UT,EAST,2001,163
DELHI UT,EAST,2002,141
DELHI UT,EAST,2003,158
DELHI UT,EAST,2004,172
DELHI UT,EAST,2005,153
DELHI UT,EAST,2006,118
DELHI UT,EAST,2007,145
DELHI UT,EAST,2008,191
DELHI UT,EAST,2009,299
DELHI UT,EAST,2010,357
DELHI UT,EAST,2011,393
DELHI UT,EAST,2012,503
SIKKIM,EAST,2001,4
SIKKIM,EAST,2002,5
SIKKIM,EAST,2003,0
SIKKIM,EAST,2004,1
SIKKIM,EAST,2005,2
SIKKIM,EAST,2006,5
SIKKIM,EAST,2007,5
SIKKIM,EAST,2008,2
SIKKIM,EAST,2009,2
SIKKIM,EAST,2010,4
SIKKIM,EAST,2011,5
SIKKIM,EAST,2012,6
ANDHRA PRADESH,EAST GODAVARI,2001,49
ANDHRA PRADESH,EAST GODAVARI,2002,55
ANDHRA PRADESH,EAST GODAVARI,2003,59
ANDHRA PRADESH,EAST GODAVARI,2004,47
ANDHRA PRADESH,EAST GODAVARI,2005,69
ANDHRA PRADESH,EAST GODAVARI,2006,81
ANDHRA PRADESH,EAST GODAVARI,2007,84
ANDHRA PRADESH,EAST GODAVARI,2008,91
ANDHRA PRADESH,EAST GODAVARI,2009,80
ANDHRA PRADESH,EAST GODAVARI,2010,51
ANDHRA PRADESH,EAST GODAVARI,2011,60
ANDHRA PRADESH,EAST GODAVARI,2012,54
DELHI UT,EOW,2008,0
DELHI UT,EOW,2009,0
DELHI UT,EOW,2010,0
DELHI UT,EOW,2011,0
DELHI UT,EOW,2012,0
KERALA,ERNAKULAM,2001,20
KERALA,ERNAKULAM,2002,12
KERALA,ERNAKULAM COMMR.,2003,11
KERALA,ERNAKULAM COMMR.,2004,18
KERALA,ERNAKULAM COMMR.,2005,6
KERALA,ERNAKULAM COMMR.,2006,11
KERALA,ERNAKULAM COMMR.,2007,10
KERALA,ERNAKULAM COMMR.,2008,12
KERALA,ERNAKULAM COMMR.,2009,11
KERALA,ERNAKULAM COMMR.,2010,8
KERALA,ERNAKULAM COMMR.,2011,11
KERALA,ERNAKULAM COMMR.,2012,6
KERALA,ERNAKULAM RURAL,2003,12
KERALA,ERNAKULAM RURAL,2004,10
KERALA,ERNAKULAM RURAL,2005,14
KERALA,ERNAKULAM RURAL,2006,14
KERALA,ERNAKULAM RURAL,2007,8
KERALA,ERNAKULAM RURAL,2008,13
KERALA,ERNAKULAM RURAL,2009,11
KERALA,ERNAKULAM RURAL,2010,14
KERALA,ERNAKULAM RURAL,2011,12
KERALA,ERNAKULAM RURAL,2012,10
TAMIL NADU,ERODE,2001,45
TAMIL NADU,ERODE,2002,49
TAMIL NADU,ERODE,2003,46
TAMIL NADU,ERODE,2004,22
TAMIL NADU,ERODE,2005,22
TAMIL NADU,ERODE,2006,20
TAMIL NADU,ERODE,2007,66
TAMIL NADU,ERODE,2008,57
TAMIL NADU,ERODE,2009,44
TAMIL NADU,ERODE,2010,64
TAMIL NADU,ERODE,2011,42
TAMIL NADU,ERODE,2012,30
UTTAR PRADESH,ETAH,2001,118
UTTAR PRADESH,ETAH,2002,86
UTTAR PRADESH,ETAH,2003,55
UTTAR PRADESH,ETAH,2004,63
UTTAR PRADESH,ETAH,2005,59
UTTAR PRADESH,ETAH,2006,64
UTTAR PRADESH,ETAH,2007,107
UTTAR PRADESH,ETAH,2008,80
UTTAR PRADESH,ETAH,2009,54
UTTAR PRADESH,ETAH,2010,63
UTTAR PRADESH,ETAH,2011,69
UTTAR PRADESH,ETAH,2012,110
UTTAR PRADESH,ETAWAH,2001,93
UTTAR PRADESH,ETAWAH,2002,47
UTTAR PRADESH,ETAWAH,2003,30
UTTAR PRADESH,ETAWAH,2004,63
UTTAR PRADESH,ETAWAH,2005,71
UTTAR PRADESH,ETAWAH,2006,66
UTTAR PRADESH,ETAWAH,2007,84
UTTAR PRADESH,ETAWAH,2008,89
UTTAR PRADESH,ETAWAH,2009,75
UTTAR PRADESH,ETAWAH,2010,52
UTTAR PRADESH,ETAWAH,2011,81
UTTAR PRADESH,ETAWAH,2012,71
UTTAR PRADESH,FAIZABAD,2001,28
UTTAR PRADESH,FAIZABAD,2002,18
UTTAR PRADESH,FAIZABAD,2003,11
UTTAR PRADESH,FAIZABAD,2004,19
UTTAR PRADESH,FAIZABAD,2005,35
UTTAR PRADESH,FAIZABAD,2006,34
UTTAR PRADESH,FAIZABAD,2007,46
UTTAR PRADESH,FAIZABAD,2008,58
UTTAR PRADESH,FAIZABAD,2009,74
UTTAR PRADESH,FAIZABAD,2010,71
UTTAR PRADESH,FAIZABAD,2011,119
UTTAR PRADESH,FAIZABAD,2012,143
HARYANA,FARIDABAD,2001,78
HARYANA,FARIDABAD,2002,61
HARYANA,FARIDABAD,2003,70
HARYANA,FARIDABAD,2004,66
HARYANA,FARIDABAD,2005,91
HARYANA,FARIDABAD,2006,86
HARYANA,FARIDABAD,2007,154
HARYANA,FARIDABAD,2008,109
HARYANA,FARIDABAD,2009,86
HARYANA,FARIDABAD,2010,102
HARYANA,FARIDABAD,2011,105
HARYANA,FARIDABAD,2012,103
PUNJAB,FARIDKOT,2001,11
PUNJAB,FARIDKOT,2002,11
PUNJAB,FARIDKOT,2003,7
PUNJAB,FARIDKOT,2004,15
PUNJAB,FARIDKOT,2005,10
PUNJAB,FARIDKOT,2006,13
PUNJAB,FARIDKOT,2007,17
PUNJAB,FARIDKOT,2008,13
PUNJAB,FARIDKOT,2009,7
PUNJAB,FARIDKOT,2010,7
PUNJAB,FARIDKOT,2011,7
PUNJAB,FARIDKOT,2012,24
HARYANA,FATEHABAD,2001,20
HARYANA,FATEHABAD,2002,22
HARYANA,FATEHABAD,2003,15
HARYANA,FATEHABAD,2004,17
HARYANA,FATEHABAD,2005,20
HARYANA,FATEHABAD,2006,20
HARYANA,FATEHABAD,2007,25
HARYANA,FATEHABAD,2008,25
HARYANA,FATEHABAD,2009,47
HARYANA,FATEHABAD,2010,33
HARYANA,FATEHABAD,2011,25
HARYANA,FATEHABAD,2012,49
UTTAR PRADESH,FATEHGARH,2001,63
UTTAR PRADESH,FATEHGARH,2002,37
UTTAR PRADESH,FATEHGARH,2003,17
UTTAR PRADESH,FATEHGARH,2004,40
UTTAR PRADESH,FATEHGARH,2005,31
UTTAR PRADESH,FATEHGARH,2006,38
UTTAR PRADESH,FATEHGARH,2007,71
UTTAR PRADESH,FATEHGARH,2008,61
UTTAR PRADESH,FATEHGARH,2009,69
UTTAR PRADESH,FATEHGARH,2010,56
UTTAR PRADESH,FATEHGARH,2011,91
UTTAR PRADESH,FATEHGARH,2012,106
PUNJAB,FATEHGARH SAHIB,2001,12
PUNJAB,FATEHGARH SAHIB,2002,11
PUNJAB,FATEHGARH SAHIB,2003,8
PUNJAB,FATEHGARH SAHIB,2004,10
PUNJAB,FATEHGARH SAHIB,2005,6
PUNJAB,FATEHGARH SAHIB,2006,4
PUNJAB,FATEHGARH SAHIB,2007,47
PUNJAB,FATEHGARH SAHIB,2008,16
PUNJAB,FATEHGARH SAHIB,2009,11
PUNJAB,FATEHGARH SAHIB,2010,16
PUNJAB,FATEHGARH SAHIB,2011,9
PUNJAB,FATEHGARH SAHIB,2012,10
UTTAR PRADESH,FATEHPUR,2001,45
UTTAR PRADESH,FATEHPUR,2002,29
UTTAR PRADESH,FATEHPUR,2003,20
UTTAR PRADESH,FATEHPUR,2004,20
UTTAR PRADESH,FATEHPUR,2005,28
UTTAR PRADESH,FATEHPUR,2006,22
UTTAR PRADESH,FATEHPUR,2007,45
UTTAR PRADESH,FATEHPUR,2008,53
UTTAR PRADESH,FATEHPUR,2009,53
UTTAR PRADESH,FATEHPUR,2010,71
UTTAR PRADESH,FATEHPUR,2011,106
UTTAR PRADESH,FATEHPUR,2012,118
PUNJAB,FAZILKA,2011,25
PUNJAB,FAZILKA,2012,40
PUNJAB,FEROZEPUR,2001,12
PUNJAB,FEROZEPUR,2002,24
PUNJAB,FEROZEPUR,2003,20
PUNJAB,FEROZEPUR,2004,19
PUNJAB,FEROZPUR,2005,14
PUNJAB,FEROZPUR,2006,26
PUNJAB,FEROZPUR,2007,33
PUNJAB,FEROZPUR,2008,30
PUNJAB,FEROZPUR,2009,39
PUNJAB,FEROZPUR,2010,35
PUNJAB,FEROZPUR,2011,32
PUNJAB,FEROZPUR,2012,20
UTTAR PRADESH,FIROZABAD,2001,120
UTTAR PRADESH,FIROZABAD,2002,95
UTTAR PRADESH,FIROZABAD,2003,63
UTTAR PRADESH,FIROZABAD,2004,89
UTTAR PRADESH,FIROZABAD,2005,71
UTTAR PRADESH,FIROZABAD,2006,92
UTTAR PRADESH,FIROZABAD,2007,109
UTTAR PRADESH,FIROZABAD,2008,114
UTTAR PRADESH,FIROZABAD,2009,142
UTTAR PRADESH,FIROZABAD,2010,99
UTTAR PRADESH,FIROZABAD,2011,174
UTTAR PRADESH,FIROZABAD,2012,193
PUNJAB,G.R.P,2001,0
PUNJAB,G.R.P,2002,1
PUNJAB,G.R.P,2003,1
PUNJAB,G.R.P,2004,0
PUNJAB,G.R.P,2005,1
PUNJAB,G.R.P,2006,0
PUNJAB,G.R.P,2007,1
PUNJAB,G.R.P,2008,0
PUNJAB,G.R.P,2009,0
PUNJAB,G.R.P,2010,2
PUNJAB,G.R.P,2011,1
PUNJAB,G.R.P,2012,0
ASSAM,G.R.P.,2001,3
ASSAM,G.R.P.,2002,0
ASSAM,G.R.P.,2003,1
ASSAM,G.R.P.,2004,3
ASSAM,G.R.P.,2005,5
ASSAM,G.R.P.,2006,1
ASSAM,G.R.P.,2007,3
ASSAM,G.R.P.,2008,8
ASSAM,G.R.P.,2009,2
ASSAM,G.R.P.,2010,7
ASSAM,G.R.P.,2011,8
ASSAM,G.R.P.,2012,4
HIMACHAL PRADESH,G.R.P.,2001,0
HIMACHAL PRADESH,G.R.P.,2002,1
HIMACHAL PRADESH,G.R.P.,2003,0
HIMACHAL PRADESH,G.R.P.,2004,0
HIMACHAL PRADESH,G.R.P.,2005,0
HIMACHAL PRADESH,G.R.P.,2006,0
HIMACHAL PRADESH,G.R.P.,2007,0
HIMACHAL PRADESH,G.R.P.,2008,0
HIMACHAL PRADESH,G.R.P.,2009,0
HIMACHAL PRADESH,G.R.P.,2010,0
HIMACHAL PRADESH,G.R.P.,2011,0
HIMACHAL PRADESH,G.R.P.,2012,0
RAJASTHAN,G.R.P.,2001,7
RAJASTHAN,G.R.P.,2002,3
RAJASTHAN,G.R.P.,2003,3
RAJASTHAN,G.R.P.,2004,3
RAJASTHAN,G.R.P.,2005,2
RAJASTHAN,G.R.P.,2006,10
RAJASTHAN,G.R.P.,2007,6
RAJASTHAN,G.R.P.,2008,4
RAJASTHAN,G.R.P.,2009,2
TRIPURA,G.R.P.,2010,0
UTTAR PRADESH,G.R.P.,2001,4
UTTAR PRADESH,G.R.P.,2002,7
UTTAR PRADESH,G.R.P.,2003,3
UTTAR PRADESH,G.R.P.,2004,5
UTTAR PRADESH,G.R.P.,2005,4
UTTAR PRADESH,G.R.P.,2006,7
UTTAR PRADESH,G.R.P.,2007,8
UTTAR PRADESH,G.R.P.,2008,11
UTTAR PRADESH,G.R.P.,2009,3
UTTAR PRADESH,G.R.P.,2010,15
UTTAR PRADESH,G.R.P.,2011,13
UTTAR PRADESH,G.R.P.,2012,14
RAJASTHAN,G.R.P. AJMER,2010,1
RAJASTHAN,G.R.P. JODHPUR,2010,0
DELHI UT,G.R.P.(RLY),2001,7
DELHI UT,G.R.P.(RLY),2002,3
DELHI UT,G.R.P.(RLY),2003,6
DELHI UT,G.R.P.(RLY),2004,5
DELHI UT,G.R.P.(RLY),2005,4
RAJASTHAN,G.R.P.AJMER,2011,6
RAJASTHAN,G.R.P.AJMER,2012,8
RAJASTHAN,G.R.P.JODHPUR,2011,2
RAJASTHAN,G.R.P.JODHPUR,2012,1
KARNATAKA,GADAG,2001,4
KARNATAKA,GADAG,2002,4
KARNATAKA,GADAG,2003,4
KARNATAKA,GADAG,2004,5
KARNATAKA,GADAG,2005,7
KARNATAKA,GADAG,2006,5
KARNATAKA,GADAG,2007,5
KARNATAKA,GADAG,2008,10
KARNATAKA,GADAG,2009,9
KARNATAKA,GADAG,2010,8
KARNATAKA,GADAG,2011,10
KARNATAKA,GADAG,2012,12
MAHARASHTRA,GADCHIROLI,2001,7
MAHARASHTRA,GADCHIROLI,2002,9
MAHARASHTRA,GADCHIROLI,2003,17
MAHARASHTRA,GADCHIROLI,2004,8
MAHARASHTRA,GADCHIROLI,2005,5
MAHARASHTRA,GADCHIROLI,2006,10
MAHARASHTRA,GADCHIROLI,2007,8
MAHARASHTRA,GADCHIROLI,2008,13
MAHARASHTRA,GADCHIROLI,2009,14
MAHARASHTRA,GADCHIROLI,2010,11
MAHARASHTRA,GADCHIROLI,2011,5
MAHARASHTRA,GADCHIROLI,2012,9
ODISHA,GAJAPATI,2001,5
ODISHA,GAJAPATI,2002,4
ODISHA,GAJAPATI,2003,5
ODISHA,GAJAPATI,2004,7
ODISHA,GAJAPATI,2005,6
ODISHA,GAJAPATI,2006,8
ODISHA,GAJAPATI,2007,10
ODISHA,GAJAPATI,2008,4
ODISHA,GAJAPATI,2009,8
ODISHA,GAJAPATI,2010,17
ODISHA,GAJAPATI,2011,6
ODISHA,GAJAPATI,2012,14
JAMMU & KASHMIR,GANDERBAL,2001,33
JAMMU & KASHMIR,GANDERBAL,2002,39
JAMMU & KASHMIR,GANDERBAL,2003,45
JAMMU & KASHMIR,GANDERBAL,2004,34
JAMMU & KASHMIR,GANDERBAL,2005,39
JAMMU & KASHMIR,GANDERBAL,2006,35
JAMMU & KASHMIR,GANDERBAL,2007,45
JAMMU & KASHMIR,GANDERBAL,2008,23
JAMMU & KASHMIR,GANDERBAL,2009,26
JAMMU & KASHMIR,GANDERBAL,2010,15
JAMMU & KASHMIR,GANDERBAL,2011,32
JAMMU & KASHMIR,GANDERBAL,2012,33
GUJARAT,GANDHINAGAR,2001,15
GUJARAT,GANDHINAGAR,2002,21
GUJARAT,GANDHINAGAR,2003,34
GUJARAT,GANDHINAGAR,2004,15
GUJARAT,GANDHINAGAR,2005,29
GUJARAT,GANDHINAGAR,2006,24
GUJARAT,GANDHINAGAR,2007,24
GUJARAT,GANDHINAGAR,2008,44
GUJARAT,GANDHINAGAR,2009,30
GUJARAT,GANDHINAGAR,2010,29
GUJARAT,GANDHINAGAR,2011,21
GUJARAT,GANDHINAGAR,2012,29
RAJASTHAN,GANGANAGAR,2001,79
RAJASTHAN,GANGANAGAR,2002,60
RAJASTHAN,GANGANAGAR,2003,51
RAJASTHAN,GANGANAGAR,2004,69
RAJASTHAN,GANGANAGAR,2005,53
RAJASTHAN,GANGANAGAR,2006,38
RAJASTHAN,GANGANAGAR,2007,56
RAJASTHAN,GANGANAGAR,2008,66
RAJASTHAN,GANGANAGAR,2009,63
RAJASTHAN,GANGANAGAR,2010,102
RAJASTHAN,GANGANAGAR,2011,76
RAJASTHAN,GANGANAGAR,2012,79
ODISHA,GANJAM,2001,14
ODISHA,GANJAM,2002,14
ODISHA,GANJAM,2003,9
ODISHA,GANJAM,2004,18
ODISHA,GANJAM,2005,25
ODISHA,GANJAM,2006,25
ODISHA,GANJAM,2007,27
ODISHA,GANJAM,2008,45
ODISHA,GANJAM,2009,28
ODISHA,GANJAM,2010,47
ODISHA,GANJAM,2011,51
ODISHA,GANJAM,2012,67
JHARKHAND,GARHWA,2001,5
JHARKHAND,GARHWA,2002,9
JHARKHAND,GARHWA,2003,18
JHARKHAND,GARHWA,2004,9
JHARKHAND,GARHWA,2005,20
JHARKHAND,GARHWA,2006,14
JHARKHAND,GARHWA,2007,20
JHARKHAND,GARHWA,2008,27
JHARKHAND,GARHWA,2009,37
JHARKHAND,GARHWA,2010,27
JHARKHAND,GARHWA,2011,33
JHARKHAND,GARHWA,2012,24
CHHATTISGARH,GARIYABAND,2011,4
CHHATTISGARH,GARIYABAND,2012,6
MEGHALAYA,GARO HILLS EAST,2001,5
MEGHALAYA,GARO HILLS EAST,2002,5
MEGHALAYA,GARO HILLS EAST,2003,7
MEGHALAYA,GARO HILLS EAST,2004,3
MEGHALAYA,GARO HILLS EAST,2005,7
MEGHALAYA,GARO HILLS EAST,2006,6
MEGHALAYA,GARO HILLS EAST,2007,6
MEGHALAYA,GARO HILLS EAST,2008,10
MEGHALAYA,GARO HILLS EAST,2009,3
MEGHALAYA,GARO HILLS EAST,2010,5
MEGHALAYA,GARO HILLS EAST,2011,12
MEGHALAYA,GARO HILLS EAST,2012,9
MEGHALAYA,GARO HILLS SOUTH,2001,2
MEGHALAYA,GARO HILLS SOUTH,2002,2
MEGHALAYA,GARO HILLS SOUTH,2003,3
MEGHALAYA,GARO HILLS SOUTH,2004,2
MEGHALAYA,GARO HILLS SOUTH,2005,2
MEGHALAYA,GARO HILLS SOUTH,2006,4
MEGHALAYA,GARO HILLS SOUTH,2007,2
MEGHALAYA,GARO HILLS SOUTH,2008,2
MEGHALAYA,GARO HILLS SOUTH,2009,3
MEGHALAYA,GARO HILLS SOUTH,2010,5
MEGHALAYA,GARO HILLS SOUTH,2011,6
MEGHALAYA,GARO HILLS SOUTH,2012,15
MEGHALAYA,GARO HILLS WEST,2001,14
MEGHALAYA,GARO HILLS WEST,2002,12
MEGHALAYA,GARO HILLS WEST,2003,18
MEGHALAYA,GARO HILLS WEST,2004,10
MEGHALAYA,GARO HILLS WEST,2005,11
MEGHALAYA,GARO HILLS WEST,2006,13
MEGHALAYA,GARO HILLS WEST,2007,16
MEGHALAYA,GARO HILLS WEST,2008,9
MEGHALAYA,GARO HILLS WEST,2009,16
MEGHALAYA,GARO HILLS WEST,2010,24
MEGHALAYA,GARO HILLS WEST,2011,25
MEGHALAYA,GARO HILLS WEST,2012,19
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,42
UTTAR PRADESH,GAUTAMBUDH NAGAR,2002,36
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,27
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,32
UTTAR PRADESH,GAUTAMBUDH NAGAR,2005,51
UTTAR PRADESH,GAUTAMBUDH NAGAR,2006,52
UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,83
UTTAR PRADESH,GAUTAMBUDH NAGAR,2008,70
UTTAR PRADESH,GAUTAMBUDH NAGAR,2009,83
UTTAR PRADESH,GAUTAMBUDH NAGAR,2010,107
UTTAR PRADESH,GAUTAMBUDH NAGAR,2011,141
UTTAR PRADESH,GAUTAMBUDH NAGAR,2012,158
BIHAR,GAYA,2001,66
BIHAR,GAYA,2002,38
BIHAR,GAYA,2003,69
BIHAR,GAYA,2004,70
BIHAR,GAYA,2005,77
BIHAR,GAYA,2006,68
BIHAR,GAYA,2007,59
BIHAR,GAYA,2008,90
BIHAR,GAYA,2009,108
BIHAR,GAYA,2010,109
BIHAR,GAYA,2011,155
BIHAR,GAYA,2012,154
UTTAR PRADESH,GHAZIABAD,2001,112
UTTAR PRADESH,GHAZIABAD,2002,99
UTTAR PRADESH,GHAZIABAD,2003,73
UTTAR PRADESH,GHAZIABAD,2004,118
UTTAR PRADESH,GHAZIABAD,2005,103
UTTAR PRADESH,GHAZIABAD,2006,109
UTTAR PRADESH,GHAZIABAD,2007,158
UTTAR PRADESH,GHAZIABAD,2008,199
UTTAR PRADESH,GHAZIABAD,2009,491
UTTAR PRADESH,GHAZIABAD,2010,366
UTTAR PRADESH,GHAZIABAD,2011,257
UTTAR PRADESH,GHAZIABAD,2012,255
UTTAR PRADESH,GHAZIPUR,2001,28
UTTAR PRADESH,GHAZIPUR,2002,16
UTTAR PRADESH,GHAZIPUR,2003,8
UTTAR PRADESH,GHAZIPUR,2004,9
UTTAR PRADESH,GHAZIPUR,2005,8
UTTAR PRADESH,GHAZIPUR,2006,14
UTTAR PRADESH,GHAZIPUR,2007,14
UTTAR PRADESH,GHAZIPUR,2008,25
UTTAR PRADESH,GHAZIPUR,2009,21
UTTAR PRADESH,GHAZIPUR,2010,19
UTTAR PRADESH,GHAZIPUR,2011,21
UTTAR PRADESH,GHAZIPUR,2012,61
JHARKHAND,GIRIDIH,2001,15
JHARKHAND,GIRIDIH,2002,23
JHARKHAND,GIRIDIH,2003,31
JHARKHAND,GIRIDIH,2004,23
JHARKHAND,GIRIDIH,2005,41
JHARKHAND,GIRIDIH,2006,35
JHARKHAND,GIRIDIH,2007,35
JHARKHAND,GIRIDIH,2008,52
JHARKHAND,GIRIDIH,2009,36
JHARKHAND,GIRIDIH,2010,58
JHARKHAND,GIRIDIH,2011,63
JHARKHAND,GIRIDIH,2012,53
ASSAM,GOALPARA,2001,43
ASSAM,GOALPARA,2002,48
ASSAM,GOALPARA,2003,51
ASSAM,GOALPARA,2004,53
ASSAM,GOALPARA,2005,73
ASSAM,GOALPARA,2006,40
ASSAM,GOALPARA,2007,51
ASSAM,GOALPARA,2008,76
ASSAM,GOALPARA,2009,89
ASSAM,GOALPARA,2010,121
ASSAM,GOALPARA,2011,100
ASSAM,GOALPARA,2012,84
JHARKHAND,GODDA,2001,30
JHARKHAND,GODDA,2002,21
JHARKHAND,GODDA,2003,25
JHARKHAND,GODDA,2004,21
JHARKHAND,GODDA,2005,29
JHARKHAND,GODDA,2006,25
JHARKHAND,GODDA,2007,39
JHARKHAND,GODDA,2008,41
JHARKHAND,GODDA,2009,36
JHARKHAND,GODDA,2010,42
JHARKHAND,GODDA,2011,38
JHARKHAND,GODDA,2012,63
ASSAM,GOLAGHAT,2001,44
ASSAM,GOLAGHAT,2002,68
ASSAM,GOLAGHAT,2003,73
ASSAM,GOLAGHAT,2004,91
ASSAM,GOLAGHAT,2005,87
ASSAM,GOLAGHAT,2006,91
ASSAM,GOLAGHAT,2007,78
ASSAM,GOLAGHAT,2008,61
ASSAM,GOLAGHAT,2009,101
ASSAM,GOLAGHAT,2010,86
ASSAM,GOLAGHAT,2011,159
ASSAM,GOLAGHAT,2012,181
TRIPURA,GOMATI,2012,16
UTTAR PRADESH,GONDA,2001,34
UTTAR PRADESH,GONDA,2002,31
UTTAR PRADESH,GONDA,2003,10
UTTAR PRADESH,GONDA,2004,23
UTTAR PRADESH,GONDA,2005,18
UTTAR PRADESH,GONDA,2006,44
UTTAR PRADESH,GONDA,2007,47
UTTAR PRADESH,GONDA,2008,54
UTTAR PRADESH,GONDA,2009,88
UTTAR PRADESH,GONDA,2010,77
UTTAR PRADESH,GONDA,2011,129
UTTAR PRADESH,GONDA,2012,125
MAHARASHTRA,GONDIA,2001,17
MAHARASHTRA,GONDIA,2002,21
MAHARASHTRA,GONDIA,2003,12
MAHARASHTRA,GONDIA,2004,21
MAHARASHTRA,GONDIA,2005,18
MAHARASHTRA,GONDIA,2006,22
MAHARASHTRA,GONDIA,2007,13
MAHARASHTRA,GONDIA,2008,14
MAHARASHTRA,GONDIA,2009,20
MAHARASHTRA,GONDIA,2010,18
MAHARASHTRA,GONDIA,2011,24
MAHARASHTRA,GONDIA,2012,10
BIHAR,GOPALGANJ,2001,59
BIHAR,GOPALGANJ,2002,42
BIHAR,GOPALGANJ,2003,34
BIHAR,GOPALGANJ,2004,78
BIHAR,GOPALGANJ,2005,65
BIHAR,GOPALGANJ,2006,55
BIHAR,GOPALGANJ,2007,21
BIHAR,GOPALGANJ,2008,80
BIHAR,GOPALGANJ,2009,112
BIHAR,GOPALGANJ,2010,109
BIHAR,GOPALGANJ,2011,139
BIHAR,GOPALGANJ,2012,135
UTTAR PRADESH,GORAKHPUR,2001,60
UTTAR PRADESH,GORAKHPUR,2002,43
UTTAR PRADESH,GORAKHPUR,2003,37
UTTAR PRADESH,GORAKHPUR,2004,51
UTTAR PRADESH,GORAKHPUR,2005,29
UTTAR PRADESH,GORAKHPUR,2006,44
UTTAR PRADESH,GORAKHPUR,2007,58
UTTAR PRADESH,GORAKHPUR,2008,150
UTTAR PRADESH,GORAKHPUR,2009,107
UTTAR PRADESH,GORAKHPUR,2010,229
UTTAR PRADESH,GORAKHPUR,2011,232
UTTAR PRADESH,GORAKHPUR,2012,232
HARYANA,GRP,2001,2
HARYANA,GRP,2002,0
HARYANA,GRP,2003,0
HARYANA,GRP,2004,3
HARYANA,GRP,2005,2
HARYANA,GRP,2006,1
HARYANA,GRP,2007,7
HARYANA,GRP,2008,7
HARYANA,GRP,2009,3
HARYANA,GRP,2010,3
HARYANA,GRP,2011,2
HARYANA,GRP,2012,10
TRIPURA,GRP,2011,0
TRIPURA,GRP,2012,0
CHHATTISGARH,GRP RAIPUR,2001,0
CHHATTISGARH,GRP RAIPUR,2002,0
CHHATTISGARH,GRP RAIPUR,2003,2
CHHATTISGARH,GRP RAIPUR,2004,2
CHHATTISGARH,GRP RAIPUR,2005,1
CHHATTISGARH,GRP RAIPUR,2006,0
CHHATTISGARH,GRP RAIPUR,2007,1
CHHATTISGARH,GRP RAIPUR,2008,0
CHHATTISGARH,GRP RAIPUR,2009,1
CHHATTISGARH,GRP RAIPUR,2010,2
CHHATTISGARH,GRP RAIPUR,2011,0
CHHATTISGARH,GRP RAIPUR,2012,7
DELHI UT,GRP(RLY),2006,11
DELHI UT,GRP(RLY),2007,12
DELHI UT,GRP(RLY),2008,6
DELHI UT,GRP(RLY),2009,11
DELHI UT,GRP(RLY),2010,23
DELHI UT,GRP(RLY),2011,25
DELHI UT,GRP(RLY),2012,27
KARNATAKA,GULBARGA,2001,35
KARNATAKA,GULBARGA,2002,43
KARNATAKA,GULBARGA,2003,29
KARNATAKA,GULBARGA,2004,40
KARNATAKA,GULBARGA,2005,33
KARNATAKA,GULBARGA,2006,45
KARNATAKA,GULBARGA,2007,54
KARNATAKA,GULBARGA,2008,47
KARNATAKA,GULBARGA,2009,49
KARNATAKA,GULBARGA,2010,75
KARNATAKA,GULBARGA,2011,85
KARNATAKA,GULBARGA,2012,53
JHARKHAND,GUMLA,2001,16
JHARKHAND,GUMLA,2002,9
JHARKHAND,GUMLA,2003,14
JHARKHAND,GUMLA,2004,9
JHARKHAND,GUMLA,2005,17
JHARKHAND,GUMLA,2006,26
JHARKHAND,GUMLA,2007,34
JHARKHAND,GUMLA,2008,37
JHARKHAND,GUMLA,2009,36
JHARKHAND,GUMLA,2010,44
JHARKHAND,GUMLA,2011,52
JHARKHAND,GUMLA,2012,55
MADHYA PRADESH,GUNA,2001,17
MADHYA PRADESH,GUNA,2002,7
